year,cumulative,revenue,rev_infl,title,lead_actor,director_name
2003,1.362721798,273339556,372485771.1,Bad Boys II,Will Smith,Michael Bay
2014,1.052209187,272912430,287160966.2,Mr. Peabody & Sherman,Ty Burrell,Rob Minkoff
1991,1.876034824,272742922,511675219.6,The Silence of the Lambs,Anthony Hopkins,Jonathan Demme
2010,1.142551557,271430189,310122985,Grown Ups,Steve Buscemi,Dennis Dugan
1993,1.746902839,270248367,472097639.5,The Firm,Tom Cruise,Sydney Pollack
2013,1.067622291,269994119,288251739.9,We're the Millers,Laura-Leigh,Rawson Marshall Thurber
2008,1.182197002,269958228,319143807.8,Gran Torino,Clint Eastwood,Clint Eastwood
2013,1.067622291,268426634,286578258,Epic,Josh Hutcherson,Chris Wedge
2014,1.052209187,268157400,282157679.9,Neighbors,Craig Roberts,Nicholas Stoller
2014,1.052209187,268031828,282025551.9,Exodus: Gods and Kings,Christian Bale,Ridley Scott
2009,1.138489257,267045765,304028734.7,The Princess and the Frog,Oprah Winfrey,Ron Clements
2003,1.362721798,266728738,363477065.3,Something's Gotta Give,Keanu Reeves,Nancy Meyers
2014,1.052209187,266586800,280505080.2,The Prince,Bruce Willis,Brian A Miller
2007,1.21592121,266465037,324000490.3,American Gangster,Denzel Washington,Ridley Scott
1995,1.653699331,264218220,436937493.7,Waterworld,Jeanne Tripplehorn,Kevin Reynolds
1998,1.527066244,264118201,403325989.3,The Truman Show,Natascha McElhone,Peter Weir
2000,1.47152684,264105545,388638398,Charlie's Angels,Bill Murray,McG
1997,1.562764318,263920180,412445040.2,The Fifth Element,Milla Jovovich,Luc Besson
2015,1.035412488,263591415,272925842.8,Cinderella,Hayley Atwell,Kenneth Branagh
2010,1.142551557,261930431,299269021.7,Knight and Day,Tom Cruise,James Mangold
2006,1.255146149,261572744,328312022.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Luenell,Larry Charles
1990,1.977302366,261317921,516704543.5,Total Recall,Ronny Cox,Paul Verhoeven
2005,1.29773008,260696994,338314331,Robots,Jim Broadbent,Chris Wedge
2011,1.124115573,260095987,292377949.5,Super 8,Joel Courtney,J.J. Abrams
2014,1.052209187,259207227,272740225.7,Paddington,Julie Walters,Paul King
2003,1.362721798,259175788,353184495.7,Charlie's Angels: Full Throttle,Demi Moore,McG
2008,1.182197002,258270008,305326029.1,Wanted,Angelina Jolie Pitt,Timur Bekmambetov
2007,1.21592121,258022233,313734705.9,Rush Hour 3,Tzi Ma,Brett Ratner
1997,1.562764318,257850122,402958970.1,The Full Monty,Tom Wilkinson,Peter Cattaneo
2004,1.332473386,256697520,342042613.7,The Village,Bryce Dallas Howard,M. Night Shyamalan
2000,1.47152684,256271286,377110075.6,Erin Brockovich,Julia Roberts,Steven Soderbergh
2014,1.052209187,255273813,268601451.3,Annabelle,Alfre Woodard,John R. Leonetti
1993,1.746902839,255000211,445460592.5,Cliffhanger,Sylvester Stallone,Renny Harlin
1994,1.696818575,254700832,432181102.8,Four Weddings and a Funeral,Kristin Scott Thomas,Mike Newell
2011,1.124115573,254455986,286037936.5,The Hangover Part II,Bradley Cooper,Todd Phillips
1995,1.653699331,254134910,420262730.7,Babe,Miriam Margolyes,Chris Noonan
2007,1.21592121,253625427,308388536.2,Wild Hogs,Jill Hennessy,Walt Becker
2014,1.052209187,252712101,265905994.4,Hercules,Dwayne Johnson,Brett Ratner
2010,1.142551557,252276927,288239395.7,True Grit,Matt Damon,Ethan Coen
2013,1.067622291,251171807,268156620.1,American Hustle,Jennifer Lawrence,David O. Russell
1998,1.527066244,250821495,383021038.4,You've Got Mail,Tom Hanks,Nora Ephron
1998,1.527066244,250649836,382758903.7,Enemy of the State,Will Smith,Tony Scott
1998,1.527066244,250288523,382207154.8,The Mask of Zorro,Anthony Hopkins,Martin Campbell
1996,1.608572132,250200000,402464747.4,Space Jam,Bill Murray,Joe Pytka
2006,1.255146149,249288105,312893005,Eragon,Djimon Hounsou,Stefen Fangmeier
2013,1.067622291,248384621,265180958.1,Cloudy with a Chance of Meatballs 2,Will Forte,Cody Cameron
2000,1.47152684,248118121,365112474.5,Unbreakable,Robin Wright,M. Night Shyamalan
1999,1.503724247,248000000,372923613.3,The Blair Witch Project,Heather Donahue,Daniel Myrick
2013,1.067622291,246984278,263685920.7,Grown Ups 2,Steve Buscemi,Dennis Dugan
2015,1.035412488,246233113,254952840.2,The Peanuts Movie,Francesca Capaldi,Steve Martino
2011,1.124115573,245724603,276222852.9,Rango,Johnny Depp,Gore Verbinski
1997,1.562764318,245676146,383933914.8,Face/Off,Nicolas Cage,John Woo
2016,1.034185663,245623848,254020662.1,Teenage Mutant Ninja Turtles: Out of the Shadows,Stephen Amell,Dave Green
2012,1.089714997,245527149,267554616.4,Dark Shadows,Johnny Depp,Tim Burton
2003,1.362721798,245360480,334358074.4,Hulk,Kevin Rankin,Ang Lee
1972,6.053580983,245066411,1483529365,The Godfather,Al Pacino,Francis Ford Coppola
2003,1.362721798,244931766,333773856.4,Love Actually,Colin Firth,Richard Curtis
1990,1.977302366,244527583,483504968.5,Back to the Future Part III,Lea Thompson,Robert Zemeckis
2008,1.182197002,244082376,288553453.1,Marley & Me,Eric Dane,David Frankel
2013,1.067622291,243843127,260332357.9,After Earth,Will Smith,M. Night Shyamalan
2015,1.035412488,243637091,252264886.6,Pixels,Peter Dinklage,Chris Columbus
2014,1.052209187,243400000,256107716.2,Hercules,Dwayne Johnson,Brett Ratner
1992,1.799813376,243240178,437786925.9,A Few Good Men,Tom Cruise,Rob Reiner
2009,1.138489257,242988466,276639758.2,Cloudy with a Chance of Meatballs,Will Forte,Phil Lord
2015,1.035412488,242786137,251383798.2,Daddy's Home,Will Ferrell,Sean Anders
2014,1.052209187,242688965,255359558.6,RoboCop,Gary Oldman,José Padilha
1996,1.608572132,242295562,389749888.7,Eraser,Vanessa Williams,Chuck Russell
2012,1.089714997,240159255,261705141.8,Resident Evil: Retribution,Milla Jovovich,Paul W.S. Anderson
1990,1.977302366,240031094,474614050.1,Die Hard 2,Bruce Willis,Renny Harlin
1988,2.15726806,239606210,516894823.9,Crocodile Dundee II,Paul Hogan,John Cornell
1997,1.562764318,238207122,372261590.6,Batman & Robin,Michael Gough,Joel Schumacher
2006,1.255146149,237681299,298324767.1,Click,Adam Sandler,Frank Coraci
2010,1.142551557,237382724,271222000.9,Gulliver's Travels,James Corden,Rob Letterman
2000,1.47152684,237202299,349049549.4,Gone in Sixty Seconds,Nicolas Cage,Dominic Sena
2003,1.362721798,236350661,322080197.6,2 Fast 2 Furious,Paul Walker,John Singleton
2001,1.423458672,235926552,335831696.4,A.I. Artificial Intelligence,Haley Joel Osment,Steven Spielberg
1989,2.072746811,235860116,488878303.4,Dead Poets Society,Robin Williams,Peter Weir
1999,1.503724247,235483004,354101502.9,American Pie,Alyson Hannigan,Paul Weitz
2012,1.089714997,234989584,256071673.8,American Reunion,Alyson Hannigan,Jon Hurwitz
1999,1.503724247,234801895,353077302.8,Big Daddy,Steve Buscemi,Dennis Dugan
2004,1.332473386,234710455,312745434.8,Howl's Moving Castle,Christian Bale,Hayao Miyazaki
2015,1.035412488,233755553,242033418.7,Alvin and the Chipmunks: The Road Chip,Bella Thorne,Walt Becker
2014,1.052209187,233555708,245749461.7,The Imitation Game,Benedict Cumberbatch,Morten Tyldum
2008,1.182197002,233093859,275562861.3,The Day the Earth Stood Still,Keanu Reeves,Scott Derrickson
2010,1.142551557,232713139,265886759.2,Clash of the Titans,Liam Neeson,Louis Leterrier
2011,1.124115573,232617430,261488875.6,The Girl with the Dragon Tattoo,Robin Wright,David Fincher
2012,1.089714997,232324128,253167086.5,Argo,Clea DuVall,Ben Affleck
1996,1.608572132,231976425,373150812.5,The English Patient,Colin Firth,Anthony Minghella
2003,1.362721798,231449203,315400874,American Wedding,Alyson Hannigan,Jesse Dylan
2007,1.21592121,231411584,281378253.3,Juno,J.K. Simmons,Jason Reitman
2008,1.182197002,230685453,272715650.9,Get Smart,Bill Murray,Peter Segal
2007,1.21592121,229736344,279341293.5,Mr. Bean's Holiday,Lily Atkinson,Steve Bendelack
2016,1.034185663,229147509,236981068.6,Ghostbusters,Ed Begley Jr.,Paul Feig
1997,1.562764318,229074524,357989492.4,The Lost World: Jurassic Park,Ariana Richards,Steven Spielberg
2007,1.21592121,228738393,278127863.7,Ghost Rider,Nicolas Cage,Mark Steven Johnson
2011,1.124115573,227817248,256092916.3,The Green Hornet,Christoph Waltz,Michel Gondry
2011,1.124115573,226904017,255066339.1,Immortals,Henry Cavill,Tarsem Singh
2008,1.182197002,226830568,268158417.4,Taken,Liam Neeson,Pierre Morel
2010,1.142551557,226497209,258784738.7,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,Chris Columbus
2008,1.182197002,225990978,267165856.6,Yes Man,Bradley Cooper,Peyton Reed
1997,1.562764318,225933435,353080710.5,Good Will Hunting,Robin Williams,Gus Van Sant
2010,1.142551557,224920315,256983056.1,The Social Network,Andrew Garfield,David Fincher
2000,1.47152684,224834564,330850095.4,Chicken Run,Imelda Staunton,Peter Lord
2013,1.067622291,224803475,240005201,Hansel & Gretel: Witch Hunters,Jeremy Renner,Tommy Wirkola
1997,1.562764318,224012234,350078326.2,Con Air,Steve Buscemi,Simon West
2005,1.29773008,223387299,289896417.5,Flightplan,Erika Christensen,Robert Schwentke
2014,1.052209187,222809600,234442308.1,Non-Stop,Liam Neeson,Jaume Collet-Serra
2008,1.182197002,222231186,262721041.8,Jumper,Kristen Stewart,Doug Liman
1999,1.503724247,222104681,333984194.2,Wild Wild West,Will Smith,Barry Sonnenfeld
2003,1.362721798,220673217,300716202.9,Scary Movie 3,Regina Hall,David Zucker
2011,1.124115573,219851172,247138126.2,Green Lantern,Ryan Reynolds,Martin Campbell
2004,1.332473386,219417255,292367652.8,The Terminal,Tom Hanks,Steven Spielberg
2009,1.138489257,219103655,249447157.5,It's Complicated,Meryl Streep,Nancy Meyers
2007,1.21592121,219076518,266379784.9,Knocked Up,Harold Ramis,Judd Apatow
1998,1.527066244,218613188,333836820,The Prince of Egypt,Martin Short,Brenda Chapman
2012,1.089714997,218340595,237929020.8,Jack Reacher,Tom Cruise,Christopher McQuarrie
2004,1.332473386,217764291,290165122.2,Collateral,Tom Cruise,Michael Mann
2015,1.035412488,217022588,224707897.8,Ted 2,Liam Neeson,Seth MacFarlane
2016,1.034185663,216972543,224389893.3,Central Intelligence,Dwayne Johnson,Rawson Marshall Thurber
2004,1.332473386,216763646,288831789.4,Million Dollar Baby,Clint Eastwood,Clint Eastwood
1988,2.15726806,216614388,467295300.6,Twins,Kelly Preston,Ivan Reitman
2010,1.142551557,216485654,247346021,Valentine's Day,Bradley Cooper,Garry Marshall
2011,1.124115573,216197492,243030967.6,Bad Teacher,Justin Timberlake,Jake Kasdan
1994,1.696818575,215887717,366322288.4,Clear and Present Danger,Harrison Ford,Phillip Noyce
2000,1.47152684,215663859,317355156.9,Vertical Limit,Nicholas Lea,Martin Campbell
2014,1.052209187,215529201,226781805.4,Dracula Untold,Dominic Cooper,Gary Shore
2000,1.47152684,215294342,316811402.7,The Patriot,Heath Ledger,Roland Emmerich
2010,1.142551557,215283742,245972774.6,The Sorcerer's Apprentice,Nicolas Cage,Jon Turteltaub
2002,1.384334996,215000000,297632024.2,8 Mile,Mekhi Phifer,Curtis Hanson
2011,1.124115573,214918407,241593128.2,Just Go with It,Adam Sandler,Dennis Dugan
2009,1.138489257,214104620,243755809.8,Public Enemies,Johnny Depp,Michael Mann
2002,1.384334996,214034224,296295066.7,The Bourne Identity,Matt Damon,Doug Liman
1994,1.696818575,214015089,363144778.4,Disclosure,Demi Moore,Barry Levinson
1994,1.696818575,213928762,362998297.1,Pulp Fiction,Bruce Willis,Quentin Tarantino
2014,1.052209187,212902372,224017831.8,Into the Woods,Johnny Depp,Rob Marshall
2008,1.182197002,212874442,251659527.1,Bedtime Stories,Adam Sandler,Adam Shankman
1999,1.503724247,212404396,319397640.5,Entrapment,Will Patton,Jon Amiel
1995,1.653699331,212385533,351221813.8,Ace Ventura: When Nature Calls,Bruce Spence,Steve Oedekerk
2003,1.362721798,212011111,288912162.3,Master and Commander: The Far Side of the World,James D'Arcy,Peter Weir
2000,1.47152684,212000000,311963690,Miss Congeniality,Candice Bergen,Donald Petrie
1999,1.503724247,211989043,318773064.1,End of Days,CCH Pounder,Peter Hyams
2014,1.052209187,211817906,222876746.7,Fury,Brad Pitt,David Ayer
2010,1.142551557,211780824,241970510.2,Due Date,Robert Downey Jr.,Todd Phillips
2005,1.29773008,211643158,274655692.4,Kingdom of Heaven,Liam Neeson,Ridley Scott
2009,1.138489257,210819611,240015862.4,District 9,Sharlto Copley,Neill Blomkamp
1979,3.757581758,210308099,790249876.3,Moonraker,Desmond Llewelyn,Lewis Gilbert
1995,1.653699331,210000000,347276859.5,Braveheart,Mhairi Calvey,Mel Gibson
2002,1.384334996,209196298,289597756.4,Red Dragon,Philip Seymour Hoffman,Brett Ratner
2015,1.035412488,209154322,216560996.9,Tomorrowland,Judy Greer,Brad Bird
2012,1.089714997,208076205,226743761.1,Safe House,Denzel Washington,Daniel Espinosa
